temperature_c,chi_hardware,erased_bits_per_sec,mem_energy_j,cache_size_bits,q_min_w,q_actual_w,caching_energy_j,erasure_avoided_j,is_caching_efficient
65.0,100.0,1000000000.0,1e-12,1000000000000.0,3.2360716999645683e-12,3.236071699964568e-10,2e-12,3.2360716999645684e-07,1
65.0,100.0,1000000000.0,1e-09,100000000.0,3.2360716999645683e-12,3.236071699964568e-10,2e-09,3.236071699964568e-11,0
65.0,100.0,1000000000.0,1e-09,10000000000.0,3.2360716999645683e-12,3.236071699964568e-10,2e-09,3.2360716999645682e-09,1
65.0,100.0,1000000000.0,1e-09,1000000000000.0,3.2360716999645683e-12,3.236071699964568e-10,2e-09,3.2360716999645684e-07,1
65.0,100.0,1000000000.0,1e-08,100000000.0,3.2360716999645683e-12,3.236071699964568e-10,2e-08,3.236071699964568e-11,0
65.0,100.0,1000000000.0,1e-08,10000000000.0,3.2360716999645683e-12,3.236071699964568e-10,2e-08,3.2360716999645682e-09,0
65.0,100.0,1000000000.0,1e-08,1000000000000.0,3.2360716999645683e-12,3.236071699964568e-10,2e-08,3.2360716999645684e-07,1
65.0,100.0,1000000000.0,2.5e-08,100000000.0,3.2360716999645683e-12,3.236071699964568e-10,5e-08,3.236071699964568e-11,0
65.0,100.0,1000000000.0,2.5e-08,10000000000.0,3.2360716999645683e-12,3.236071699964568e-10,5e-08,3.2360716999645682e-09,0
65.0,100.0,1000000000.0,2.5e-08,1000000000000.0,3.2360716999645683e-12,3.236071699964568e-10,5e-08,3.2360716999645684e-07,1
65.0,100.0,100000000000.0,1e-12,100000000.0,3.236071699964568e-10,3.236071699964568e-08,2e-12,3.236071699964568e-11,1
65.0,100.0,100000000000.0,1e-12,10000000000.0,3.236071699964568e-10,3.236071699964568e-08,2e-12,3.2360716999645682e-09,1
65.0,100.0,100000000000.0,1e-12,1000000000000.0,3.236071699964568e-10,3.236071699964568e-08,2e-12,3.2360716999645684e-07,1
65.0,100.0,100000000000.0,1e-09,100000000.0,3.236071699964568e-10,3.236071699964568e-08,2e-09,3.236071699964568e-11,0
65.0,100.0,100000000000.0,1e-09,10000000000.0,3.236071699964568e-10,3.236071699964568e-08,2e-09,3.2360716999645682e-09,1
65.0,100.0,100000000000.0,1e-09,1000000000000.0,3.236071699964568e-10,3.236071699964568e-08,2e-09,3.2360716999645684e-07,1
65.0,100.0,100000000000.0,1e-08,100000000.0,3.236071699964568e-10,3.236071699964568e-08,2e-08,3.236071699964568e-11,0
65.0,100.0,100000000000.0,1e-08,10000000000.0,3.236071699964568e-10,3.236071699964568e-08,2e-08,3.2360716999645682e-09,0
65.0,100.0,100000000000.0,1e-08,1000000000000.0,3.236071699964568e-10,3.236071699964568e-08,2e-08,3.2360716999645684e-07,1
65.0,100.0,100000000000.0,2.5e-08,100000000.0,3.236071699964568e-10,3.236071699964568e-08,5e-08,3.236071699964568e-11,0
65.0,100.0,100000000000.0,2.5e-08,10000000000.0,3.236071699964568e-10,3.236071699964568e-08,5e-08,3.2360716999645682e-09,0
65.0,100.0,100000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-10,3.236071699964568e-08,5e-08,3.2360716999645684e-07,1
65.0,100.0,10000000000000.0,1e-12,100000000.0,3.236071699964568e-08,3.2360716999645683e-06,2e-12,3.236071699964568e-11,1
65.0,100.0,10000000000000.0,1e-12,10000000000.0,3.236071699964568e-08,3.2360716999645683e-06,2e-12,3.2360716999645682e-09,1
65.0,100.0,10000000000000.0,1e-12,1000000000000.0,3.236071699964568e-08,3.2360716999645683e-06,2e-12,3.2360716999645684e-07,1
65.0,100.0,10000000000000.0,1e-09,100000000.0,3.236071699964568e-08,3.2360716999645683e-06,2e-09,3.236071699964568e-11,0
65.0,100.0,10000000000000.0,1e-09,10000000000.0,3.236071699964568e-08,3.2360716999645683e-06,2e-09,3.2360716999645682e-09,1
65.0,100.0,10000000000000.0,1e-09,1000000000000.0,3.236071699964568e-08,3.2360716999645683e-06,2e-09,3.2360716999645684e-07,1
65.0,100.0,10000000000000.0,1e-08,100000000.0,3.236071699964568e-08,3.2360716999645683e-06,2e-08,3.236071699964568e-11,0
65.0,100.0,10000000000000.0,1e-08,10000000000.0,3.236071699964568e-08,3.2360716999645683e-06,2e-08,3.2360716999645682e-09,0
65.0,100.0,10000000000000.0,1e-08,1000000000000.0,3.236071699964568e-08,3.2360716999645683e-06,2e-08,3.2360716999645684e-07,1
65.0,100.0,10000000000000.0,2.5e-08,100000000.0,3.236071699964568e-08,3.2360716999645683e-06,5e-08,3.236071699964568e-11,0
65.0,100.0,10000000000000.0,2.5e-08,10000000000.0,3.236071699964568e-08,3.2360716999645683e-06,5e-08,3.2360716999645682e-09,0
65.0,100.0,10000000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-08,3.2360716999645683e-06,5e-08,3.2360716999645684e-07,1
65.0,10000.0,1000000000.0,1e-12,100000000.0,3.2360716999645683e-12,3.236071699964568e-08,2e-12,3.2360716999645682e-09,1
65.0,10000.0,1000000000.0,1e-12,10000000000.0,3.2360716999645683e-12,3.236071699964568e-08,2e-12,3.2360716999645684e-07,1
65.0,10000.0,1000000000.0,1e-12,1000000000000.0,3.2360716999645683e-12,3.236071699964568e-08,2e-12,3.236071699964568e-05,1
65.0,10000.0,1000000000.0,1e-09,100000000.0,3.2360716999645683e-12,3.236071699964568e-08,2e-09,3.2360716999645682e-09,1
65.0,10000.0,1000000000.0,1e-09,10000000000.0,3.2360716999645683e-12,3.236071699964568e-08,2e-09,3.2360716999645684e-07,1
65.0,10000.0,1000000000.0,1e-09,1000000000000.0,3.2360716999645683e-12,3.236071699964568e-08,2e-09,3.236071699964568e-05,1
65.0,10000.0,1000000000.0,1e-08,100000000.0,3.2360716999645683e-12,3.236071699964568e-08,2e-08,3.2360716999645682e-09,0
65.0,10000.0,1000000000.0,1e-08,10000000000.0,3.2360716999645683e-12,3.236071699964568e-08,2e-08,3.2360716999645684e-07,1
65.0,10000.0,1000000000.0,1e-08,1000000000000.0,3.2360716999645683e-12,3.236071699964568e-08,2e-08,3.236071699964568e-05,1
65.0,10000.0,1000000000.0,2.5e-08,100000000.0,3.2360716999645683e-12,3.236071699964568e-08,5e-08,3.2360716999645682e-09,0
65.0,10000.0,1000000000.0,2.5e-08,10000000000.0,3.2360716999645683e-12,3.236071699964568e-08,5e-08,3.2360716999645684e-07,1
65.0,10000.0,1000000000.0,2.5e-08,1000000000000.0,3.2360716999645683e-12,3.236071699964568e-08,5e-08,3.236071699964568e-05,1
65.0,10000.0,100000000000.0,1e-12,100000000.0,3.236071699964568e-10,3.2360716999645683e-06,2e-12,3.2360716999645682e-09,1
65.0,10000.0,100000000000.0,1e-12,10000000000.0,3.236071699964568e-10,3.2360716999645683e-06,2e-12,3.2360716999645684e-07,1
65.0,10000.0,100000000000.0,1e-12,1000000000000.0,3.236071699964568e-10,3.2360716999645683e-06,2e-12,3.236071699964568e-05,1
65.0,10000.0,100000000000.0,1e-09,100000000.0,3.236071699964568e-10,3.2360716999645683e-06,2e-09,3.2360716999645682e-09,1
65.0,10000.0,100000000000.0,1e-09,10000000000.0,3.236071699964568e-10,3.2360716999645683e-06,2e-09,3.2360716999645684e-07,1
65.0,10000.0,100000000000.0,1e-09,1000000000000.0,3.236071699964568e-10,3.2360716999645683e-06,2e-09,3.236071699964568e-05,1
65.0,10000.0,100000000000.0,1e-08,100000000.0,3.236071699964568e-10,3.2360716999645683e-06,2e-08,3.2360716999645682e-09,0
65.0,10000.0,100000000000.0,1e-08,10000000000.0,3.236071699964568e-10,3.2360716999645683e-06,2e-08,3.2360716999645684e-07,1
65.0,10000.0,100000000000.0,1e-08,1000000000000.0,3.236071699964568e-10,3.2360716999645683e-06,2e-08,3.236071699964568e-05,1
65.0,10000.0,100000000000.0,2.5e-08,100000000.0,3.236071699964568e-10,3.2360716999645683e-06,5e-08,3.2360716999645682e-09,0
65.0,10000.0,100000000000.0,2.5e-08,10000000000.0,3.236071699964568e-10,3.2360716999645683e-06,5e-08,3.2360716999645684e-07,1
65.0,10000.0,100000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-10,3.2360716999645683e-06,5e-08,3.236071699964568e-05,1
65.0,10000.0,10000000000000.0,1e-12,100000000.0,3.236071699964568e-08,0.0003236071699964568,2e-12,3.2360716999645682e-09,1
65.0,10000.0,10000000000000.0,1e-12,10000000000.0,3.236071699964568e-08,0.0003236071699964568,2e-12,3.2360716999645684e-07,1
65.0,10000.0,10000000000000.0,1e-12,1000000000000.0,3.236071699964568e-08,0.0003236071699964568,2e-12,3.236071699964568e-05,1
65.0,10000.0,10000000000000.0,1e-09,100000000.0,3.236071699964568e-08,0.0003236071699964568,2e-09,3.2360716999645682e-09,1
65.0,10000.0,10000000000000.0,1e-09,10000000000.0,3.236071699964568e-08,0.0003236071699964568,2e-09,3.2360716999645684e-07,1
65.0,10000.0,10000000000000.0,1e-09,1000000000000.0,3.236071699964568e-08,0.0003236071699964568,2e-09,3.236071699964568e-05,1
65.0,10000.0,10000000000000.0,1e-08,100000000.0,3.236071699964568e-08,0.0003236071699964568,2e-08,3.2360716999645682e-09,0
65.0,10000.0,10000000000000.0,1e-08,10000000000.0,3.236071699964568e-08,0.0003236071699964568,2e-08,3.2360716999645684e-07,1
65.0,10000.0,10000000000000.0,1e-08,1000000000000.0,3.236071699964568e-08,0.0003236071699964568,2e-08,3.236071699964568e-05,1
65.0,10000.0,10000000000000.0,2.5e-08,100000000.0,3.236071699964568e-08,0.0003236071699964568,5e-08,3.2360716999645682e-09,0
65.0,10000.0,10000000000000.0,2.5e-08,10000000000.0,3.236071699964568e-08,0.0003236071699964568,5e-08,3.2360716999645684e-07,1
65.0,10000.0,10000000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-08,0.0003236071699964568,5e-08,3.236071699964568e-05,1
65.0,1000000.0,1000000000.0,1e-12,100000000.0,3.2360716999645683e-12,3.2360716999645683e-06,2e-12,3.2360716999645684e-07,1
65.0,1000000.0,1000000000.0,1e-12,10000000000.0,3.2360716999645683e-12,3.2360716999645683e-06,2e-12,3.236071699964568e-05,1
65.0,1000000.0,1000000000.0,1e-12,1000000000000.0,3.2360716999645683e-12,3.2360716999645683e-06,2e-12,0.003236071699964568,1
65.0,1000000.0,1000000000.0,1e-09,100000000.0,3.2360716999645683e-12,3.2360716999645683e-06,2e-09,3.2360716999645684e-07,1
65.0,1000000.0,1000000000.0,1e-09,10000000000.0,3.2360716999645683e-12,3.2360716999645683e-06,2e-09,3.236071699964568e-05,1
65.0,1000000.0,1000000000.0,1e-09,1000000000000.0,3.2360716999645683e-12,3.2360716999645683e-06,2e-09,0.003236071699964568,1
65.0,1000000.0,1000000000.0,1e-08,100000000.0,3.2360716999645683e-12,3.2360716999645683e-06,2e-08,3.2360716999645684e-07,1
65.0,1000000.0,1000000000.0,1e-08,10000000000.0,3.2360716999645683e-12,3.2360716999645683e-06,2e-08,3.236071699964568e-05,1
65.0,1000000.0,1000000000.0,1e-08,1000000000000.0,3.2360716999645683e-12,3.2360716999645683e-06,2e-08,0.003236071699964568,1
65.0,1000000.0,1000000000.0,2.5e-08,100000000.0,3.2360716999645683e-12,3.2360716999645683e-06,5e-08,3.2360716999645684e-07,1
65.0,1000000.0,1000000000.0,2.5e-08,10000000000.0,3.2360716999645683e-12,3.2360716999645683e-06,5e-08,3.236071699964568e-05,1
65.0,1000000.0,1000000000.0,2.5e-08,1000000000000.0,3.2360716999645683e-12,3.2360716999645683e-06,5e-08,0.003236071699964568,1
65.0,1000000.0,100000000000.0,1e-12,100000000.0,3.236071699964568e-10,0.0003236071699964568,2e-12,3.2360716999645684e-07,1
65.0,1000000.0,100000000000.0,1e-12,10000000000.0,3.236071699964568e-10,0.0003236071699964568,2e-12,3.236071699964568e-05,1
65.0,1000000.0,100000000000.0,1e-12,1000000000000.0,3.236071699964568e-10,0.0003236071699964568,2e-12,0.003236071699964568,1
65.0,1000000.0,100000000000.0,1e-09,100000000.0,3.236071699964568e-10,0.0003236071699964568,2e-09,3.2360716999645684e-07,1
65.0,1000000.0,100000000000.0,1e-09,10000000000.0,3.236071699964568e-10,0.0003236071699964568,2e-09,3.236071699964568e-05,1
65.0,1000000.0,100000000000.0,1e-09,1000000000000.0,3.236071699964568e-10,0.0003236071699964568,2e-09,0.003236071699964568,1
65.0,1000000.0,100000000000.0,1e-08,100000000.0,3.236071699964568e-10,0.0003236071699964568,2e-08,3.2360716999645684e-07,1
65.0,1000000.0,100000000000.0,1e-08,10000000000.0,3.236071699964568e-10,0.0003236071699964568,2e-08,3.236071699964568e-05,1
65.0,1000000.0,100000000000.0,1e-08,1000000000000.0,3.236071699964568e-10,0.0003236071699964568,2e-08,0.003236071699964568,1
65.0,1000000.0,100000000000.0,2.5e-08,100000000.0,3.236071699964568e-10,0.0003236071699964568,5e-08,3.2360716999645684e-07,1
65.0,1000000.0,100000000000.0,2.5e-08,10000000000.0,3.236071699964568e-10,0.0003236071699964568,5e-08,3.236071699964568e-05,1
65.0,1000000.0,100000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-10,0.0003236071699964568,5e-08,0.003236071699964568,1
65.0,1000000.0,10000000000000.0,1e-12,100000000.0,3.236071699964568e-08,0.03236071699964568,2e-12,3.2360716999645684e-07,1
65.0,1000000.0,10000000000000.0,1e-12,10000000000.0,3.236071699964568e-08,0.03236071699964568,2e-12,3.236071699964568e-05,1
65.0,1000000.0,10000000000000.0,1e-12,1000000000000.0,3.236071699964568e-08,0.03236071699964568,2e-12,0.003236071699964568,1
65.0,1000000.0,10000000000000.0,1e-09,100000000.0,3.236071699964568e-08,0.03236071699964568,2e-09,3.2360716999645684e-07,1
65.0,1000000.0,10000000000000.0,1e-09,10000000000.0,3.236071699964568e-08,0.03236071699964568,2e-09,3.236071699964568e-05,1
65.0,1000000.0,10000000000000.0,1e-09,1000000000000.0,3.236071699964568e-08,0.03236071699964568,2e-09,0.003236071699964568,1
65.0,1000000.0,10000000000000.0,1e-08,100000000.0,3.236071699964568e-08,0.03236071699964568,2e-08,3.2360716999645684e-07,1
65.0,1000000.0,10000000000000.0,1e-08,10000000000.0,3.236071699964568e-08,0.03236071699964568,2e-08,3.236071699964568e-05,1
65.0,1000000.0,10000000000000.0,1e-08,1000000000000.0,3.236071699964568e-08,0.03236071699964568,2e-08,0.003236071699964568,1
65.0,1000000.0,10000000000000.0,2.5e-08,100000000.0,3.236071699964568e-08,0.03236071699964568,5e-08,3.2360716999645684e-07,1
65.0,1000000.0,10000000000000.0,2.5e-08,10000000000.0,3.236071699964568e-08,0.03236071699964568,5e-08,3.236071699964568e-05,1
65.0,1000000.0,10000000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-08,0.03236071699964568,5e-08,0.003236071699964568,1
65.0,100000000.0,1000000000.0,1e-12,100000000.0,3.2360716999645683e-12,0.0003236071699964568,2e-12,3.2360716999645686e-05,1
65.0,100000000.0,1000000000.0,1e-12,10000000000.0,3.2360716999645683e-12,0.0003236071699964568,2e-12,0.003236071699964568,1
65.0,100000000.0,1000000000.0,1e-12,1000000000000.0,3.2360716999645683e-12,0.0003236071699964568,2e-12,0.32360716999645683,1
65.0,100000000.0,1000000000.0,1e-09,100000000.0,3.2360716999645683e-12,0.0003236071699964568,2e-09,3.2360716999645686e-05,1
65.0,100000000.0,1000000000.0,1e-09,10000000000.0,3.2360716999645683e-12,0.0003236071699964568,2e-09,0.003236071699964568,1
65.0,100000000.0,1000000000.0,1e-09,1000000000000.0,3.2360716999645683e-12,0.0003236071699964568,2e-09,0.32360716999645683,1
65.0,100000000.0,1000000000.0,1e-08,100000000.0,3.2360716999645683e-12,0.0003236071699964568,2e-08,3.2360716999645686e-05,1
65.0,100000000.0,1000000000.0,1e-08,10000000000.0,3.2360716999645683e-12,0.0003236071699964568,2e-08,0.003236071699964568,1
65.0,100000000.0,1000000000.0,1e-08,1000000000000.0,3.2360716999645683e-12,0.0003236071699964568,2e-08,0.32360716999645683,1
65.0,100000000.0,1000000000.0,2.5e-08,100000000.0,3.2360716999645683e-12,0.0003236071699964568,5e-08,3.2360716999645686e-05,1
65.0,100000000.0,1000000000.0,2.5e-08,10000000000.0,3.2360716999645683e-12,0.0003236071699964568,5e-08,0.003236071699964568,1
65.0,100000000.0,1000000000.0,2.5e-08,1000000000000.0,3.2360716999645683e-12,0.0003236071699964568,5e-08,0.32360716999645683,1
65.0,100000000.0,100000000000.0,1e-12,100000000.0,3.236071699964568e-10,0.03236071699964568,2e-12,3.2360716999645686e-05,1
65.0,100000000.0,100000000000.0,1e-12,10000000000.0,3.236071699964568e-10,0.03236071699964568,2e-12,0.003236071699964568,1
65.0,100000000.0,100000000000.0,1e-12,1000000000000.0,3.236071699964568e-10,0.03236071699964568,2e-12,0.32360716999645683,1
65.0,100000000.0,100000000000.0,1e-09,100000000.0,3.236071699964568e-10,0.03236071699964568,2e-09,3.2360716999645686e-05,1
65.0,100000000.0,100000000000.0,1e-09,10000000000.0,3.236071699964568e-10,0.03236071699964568,2e-09,0.003236071699964568,1
65.0,100000000.0,100000000000.0,1e-09,1000000000000.0,3.236071699964568e-10,0.03236071699964568,2e-09,0.32360716999645683,1
65.0,100000000.0,100000000000.0,1e-08,100000000.0,3.236071699964568e-10,0.03236071699964568,2e-08,3.2360716999645686e-05,1
65.0,100000000.0,100000000000.0,1e-08,10000000000.0,3.236071699964568e-10,0.03236071699964568,2e-08,0.003236071699964568,1
65.0,100000000.0,100000000000.0,1e-08,1000000000000.0,3.236071699964568e-10,0.03236071699964568,2e-08,0.32360716999645683,1
65.0,100000000.0,100000000000.0,2.5e-08,100000000.0,3.236071699964568e-10,0.03236071699964568,5e-08,3.2360716999645686e-05,1
65.0,100000000.0,100000000000.0,2.5e-08,10000000000.0,3.236071699964568e-10,0.03236071699964568,5e-08,0.003236071699964568,1
65.0,100000000.0,100000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-10,0.03236071699964568,5e-08,0.32360716999645683,1
65.0,100000000.0,10000000000000.0,1e-12,100000000.0,3.236071699964568e-08,3.2360716999645684,2e-12,3.2360716999645686e-05,1
65.0,100000000.0,10000000000000.0,1e-12,10000000000.0,3.236071699964568e-08,3.2360716999645684,2e-12,0.003236071699964568,1
65.0,100000000.0,10000000000000.0,1e-12,1000000000000.0,3.236071699964568e-08,3.2360716999645684,2e-12,0.32360716999645683,1
65.0,100000000.0,10000000000000.0,1e-09,100000000.0,3.236071699964568e-08,3.2360716999645684,2e-09,3.2360716999645686e-05,1
65.0,100000000.0,10000000000000.0,1e-09,10000000000.0,3.236071699964568e-08,3.2360716999645684,2e-09,0.003236071699964568,1
65.0,100000000.0,10000000000000.0,1e-09,1000000000000.0,3.236071699964568e-08,3.2360716999645684,2e-09,0.32360716999645683,1
65.0,100000000.0,10000000000000.0,1e-08,100000000.0,3.236071699964568e-08,3.2360716999645684,2e-08,3.2360716999645686e-05,1
65.0,100000000.0,10000000000000.0,1e-08,10000000000.0,3.236071699964568e-08,3.2360716999645684,2e-08,0.003236071699964568,1
65.0,100000000.0,10000000000000.0,1e-08,1000000000000.0,3.236071699964568e-08,3.2360716999645684,2e-08,0.32360716999645683,1
65.0,100000000.0,10000000000000.0,2.5e-08,100000000.0,3.236071699964568e-08,3.2360716999645684,5e-08,3.2360716999645686e-05,1
65.0,100000000.0,10000000000000.0,2.5e-08,10000000000.0,3.236071699964568e-08,3.2360716999645684,5e-08,0.003236071699964568,1
65.0,100000000.0,10000000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-08,3.2360716999645684,5e-08,0.32360716999645683,1
85.0,1.0,1000000000.0,1e-12,100000000.0,3.42747029230315e-12,3.42747029230315e-12,2e-12,3.42747029230315e-13,0
85.0,1.0,1000000000.0,1e-12,10000000000.0,3.42747029230315e-12,3.42747029230315e-12,2e-12,3.42747029230315e-11,1
85.0,1.0,1000000000.0,1e-12,1000000000000.0,3.42747029230315e-12,3.42747029230315e-12,2e-12,3.4274702923031502e-09,1
85.0,1.0,1000000000.0,1e-09,100000000.0,3.42747029230315e-12,3.42747029230315e-12,2e-09,3.42747029230315e-13,0
85.0,1.0,1000000000.0,1e-09,10000000000.0,3.42747029230315e-12,3.42747029230315e-12,2e-09,3.42747029230315e-11,0
85.0,1.0,1000000000.0,1e-09,1000000000000.0,3.42747029230315e-12,3.42747029230315e-12,2e-09,3.4274702923031502e-09,1
85.0,1.0,1000000000.0,1e-08,100000000.0,3.42747029230315e-12,3.42747029230315e-12,2e-08,3.42747029230315e-13,0
85.0,1.0,1000000000.0,1e-08,10000000000.0,3.42747029230315e-12,3.42747029230315e-12,2e-08,3.42747029230315e-11,0
85.0,1.0,1000000000.0,1e-08,1000000000000.0,3.42747029230315e-12,3.42747029230315e-12,2e-08,3.4274702923031502e-09,0
85.0,1.0,1000000000.0,2.5e-08,100000000.0,3.42747029230315e-12,3.42747029230315e-12,5e-08,3.42747029230315e-13,0
85.0,1.0,1000000000.0,2.5e-08,10000000000.0,3.42747029230315e-12,3.42747029230315e-12,5e-08,3.42747029230315e-11,0
85.0,1.0,1000000000.0,2.5e-08,1000000000000.0,3.42747029230315e-12,3.42747029230315e-12,5e-08,3.4274702923031502e-09,0
85.0,1.0,100000000000.0,1e-12,100000000.0,3.42747029230315e-10,3.42747029230315e-10,2e-12,3.42747029230315e-13,0
85.0,1.0,100000000000.0,1e-12,10000000000.0,3.42747029230315e-10,3.42747029230315e-10,2e-12,3.42747029230315e-11,1
85.0,1.0,100000000000.0,1e-12,1000000000000.0,3.42747029230315e-10,3.42747029230315e-10,2e-12,3.4274702923031502e-09,1
85.0,1.0,100000000000.0,1e-09,100000000.0,3.42747029230315e-10,3.42747029230315e-10,2e-09,3.42747029230315e-13,0
85.0,1.0,100000000000.0,1e-09,10000000000.0,3.42747029230315e-10,3.42747029230315e-10,2e-09,3.42747029230315e-11,0
85.0,1.0,100000000000.0,1e-09,1000000000000.0,3.42747029230315e-10,3.42747029230315e-10,2e-09,3.4274702923031502e-09,1
85.0,1.0,100000000000.0,1e-08,100000000.0,3.42747029230315e-10,3.42747029230315e-10,2e-08,3.42747029230315e-13,0
85.0,1.0,100000000000.0,1e-08,10000000000.0,3.42747029230315e-10,3.42747029230315e-10,2e-08,3.42747029230315e-11,0
85.0,1.0,100000000000.0,1e-08,1000000000000.0,3.42747029230315e-10,3.42747029230315e-10,2e-08,3.4274702923031502e-09,0
85.0,1.0,100000000000.0,2.5e-08,100000000.0,3.42747029230315e-10,3.42747029230315e-10,5e-08,3.42747029230315e-13,0
85.0,1.0,100000000000.0,2.5e-08,10000000000.0,3.42747029230315e-10,3.42747029230315e-10,5e-08,3.42747029230315e-11,0
85.0,1.0,100000000000.0,2.5e-08,1000000000000.0,3.42747029230315e-10,3.42747029230315e-10,5e-08,3.4274702923031502e-09,0
85.0,1.0,10000000000000.0,1e-12,100000000.0,3.42747029230315e-08,3.42747029230315e-08,2e-12,3.42747029230315e-13,0
85.0,1.0,10000000000000.0,1e-12,10000000000.0,3.42747029230315e-08,3.42747029230315e-08,2e-12,3.42747029230315e-11,1
85.0,1.0,10000000000000.0,1e-12,1000000000000.0,3.42747029230315e-08,3.42747029230315e-08,2e-12,3.4274702923031502e-09,1
85.0,1.0,10000000000000.0,1e-09,100000000.0,3.42747029230315e-08,3.42747029230315e-08,2e-09,3.42747029230315e-13,0
85.0,1.0,10000000000000.0,1e-09,10000000000.0,3.42747029230315e-08,3.42747029230315e-08,2e-09,3.42747029230315e-11,0
85.0,1.0,10000000000000.0,1e-09,1000000000000.0,3.42747029230315e-08,3.42747029230315e-08,2e-09,3.4274702923031502e-09,1
85.0,1.0,10000000000000.0,1e-08,100000000.0,3.42747029230315e-08,3.42747029230315e-08,2e-08,3.42747029230315e-13,0
85.0,1.0,10000000000000.0,1e-08,10000000000.0,3.42747029230315e-08,3.42747029230315e-08,2e-08,3.42747029230315e-11,0
85.0,1.0,10000000000000.0,1e-08,1000000000000.0,3.42747029230315e-08,3.42747029230315e-08,2e-08,3.4274702923031502e-09,0
85.0,1.0,10000000000000.0,2.5e-08,100000000.0,3.42747029230315e-08,3.42747029230315e-08,5e-08,3.42747029230315e-13,0
85.0,1.0,10000000000000.0,2.5e-08,10000000000.0,3.42747029230315e-08,3.42747029230315e-08,5e-08,3.42747029230315e-11,0
85.0,1.0,10000000000000.0,2.5e-08,1000000000000.0,3.42747029230315e-08,3.42747029230315e-08,5e-08,3.4274702923031502e-09,0
85.0,100.0,1000000000.0,1e-12,100000000.0,3.42747029230315e-12,3.42747029230315e-10,2e-12,3.4274702923031505e-11,1
85.0,100.0,1000000000.0,1e-12,10000000000.0,3.42747029230315e-12,3.42747029230315e-10,2e-12,3.42747029230315e-09,1
85.0,100.0,1000000000.0,1e-12,1000000000000.0,3.42747029230315e-12,3.42747029230315e-10,2e-12,3.42747029230315e-07,1
85.0,100.0,1000000000.0,1e-09,100000000.0,3.42747029230315e-12,3.42747029230315e-10,2e-09,3.4274702923031505e-11,0
85.0,100.0,1000000000.0,1e-09,10000000000.0,3.42747029230315e-12,3.42747029230315e-10,2e-09,3.42747029230315e-09,1
85.0,100.0,1000000000.0,1e-09,1000000000000.0,3.42747029230315e-12,3.42747029230315e-10,2e-09,3.42747029230315e-07,1
85.0,100.0,1000000000.0,1e-08,100000000.0,3.42747029230315e-12,3.42747029230315e-10,2e-08,3.4274702923031505e-11,0
85.0,100.0,1000000000.0,1e-08,10000000000.0,3.42747029230315e-12,3.42747029230315e-10,2e-08,3.42747029230315e-09,0
85.0,100.0,1000000000.0,1e-08,1000000000000.0,3.42747029230315e-12,3.42747029230315e-10,2e-08,3.42747029230315e-07,1
85.0,100.0,1000000000.0,2.5e-08,100000000.0,3.42747029230315e-12,3.42747029230315e-10,5e-08,3.4274702923031505e-11,0
85.0,100.0,1000000000.0,2.5e-08,10000000000.0,3.42747029230315e-12,3.42747029230315e-10,5e-08,3.42747029230315e-09,0
85.0,100.0,1000000000.0,2.5e-08,1000000000000.0,3.42747029230315e-12,3.42747029230315e-10,5e-08,3.42747029230315e-07,1
85.0,100.0,100000000000.0,1e-12,100000000.0,3.42747029230315e-10,3.42747029230315e-08,2e-12,3.4274702923031505e-11,1
85.0,100.0,100000000000.0,1e-12,10000000000.0,3.42747029230315e-10,3.42747029230315e-08,2e-12,3.42747029230315e-09,1
85.0,100.0,100000000000.0,1e-12,1000000000000.0,3.42747029230315e-10,3.42747029230315e-08,2e-12,3.42747029230315e-07,1
85.0,100.0,100000000000.0,1e-09,100000000.0,3.42747029230315e-10,3.42747029230315e-08,2e-09,3.4274702923031505e-11,0
85.0,100.0,100000000000.0,1e-09,10000000000.0,3.42747029230315e-10,3.42747029230315e-08,2e-09,3.42747029230315e-09,1
85.0,100.0,100000000000.0,1e-09,1000000000000.0,3.42747029230315e-10,3.42747029230315e-08,2e-09,3.42747029230315e-07,1
85.0,100.0,100000000000.0,1e-08,100000000.0,3.42747029230315e-10,3.42747029230315e-08,2e-08,3.4274702923031505e-11,0
85.0,100.0,100000000000.0,1e-08,10000000000.0,3.42747029230315e-10,3.42747029230315e-08,2e-08,3.42747029230315e-09,0
85.0,100.0,100000000000.0,1e-08,1000000000000.0,3.42747029230315e-10,3.42747029230315e-08,2e-08,3.42747029230315e-07,1
85.0,100.0,100000000000.0,2.5e-08,100000000.0,3.42747029230315e-10,3.42747029230315e-08,5e-08,3.4274702923031505e-11,0
85.0,100.0,100000000000.0,2.5e-08,10000000000.0,3.42747029230315e-10,3.42747029230315e-08,5e-08,3.42747029230315e-09,0
85.0,100.0,100000000000.0,2.5e-08,1000000000000.0,3.42747029230315e-10,3.42747029230315e-08,5e-08,3.42747029230315e-07,1
